count_total,raw_skill,esco_uri,esco_label,match_1,match_2,match_3
1,вміння працювати в стилістичному середовищі модної індустрії,http://data.europa.eu/esco/skill/73785a70-9774-416e-8763-e88debc07ca3,забезпечувати відповідну атмосферу,Acceptable,Correct,Acceptable
1,перемотка сировини,http://data.europa.eu/esco/skill/18becb9d-75e2-4f4e-a24c-72060c14e83e,завантажувати сировину в обладнання заводу,Correct,Correct,Correct
1,техніки масажу для відновлення після травм,http://data.europa.eu/esco/isced-f/0915,терапія та реабілітація,Correct,Correct,Correct
1,робота з TMS,http://data.europa.eu/esco/skill/7c821387-b428-4f75-b5a7-7b038aa81cfd,використовувати систему управління складом,Correct,Acceptable,Acceptable
1,відповідність супровідним документам,http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166,забезпечувати належний документообіг,Correct,Correct,Correct
1,вміння аналізувати літературні твори за тематикою та стилістичними особливостями,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,аналіз даних,Incorrect,Incorrect,Acceptable
1,робота з великим обсягом різноманітних замовлень,http://data.europa.eu/esco/skill/2aed5d29-15c3-44ba-bb5c-80750a815b3c,здійснювати контроль замовлень клієнтів,Correct,Correct,Correct
1,вміння виявляти суть проблеми,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,критично мислити,Correct,Correct,Correct
1,професійна консультація з урахуванням типу шкіри,http://data.europa.eu/esco/skill/7b56814d-5617-4e9a-af69-f30e63358759,продавати косметику,Correct,Correct,Acceptable
1,ремонт систем кондиціонування,http://data.europa.eu/esco/skill/9ec3d3ec-14b4-4def-906d-41823355df0a,обслуговувати системи кондиціонування повітря,Correct,Correct,Correct
1,створення красивих і зручних просторів,http://data.europa.eu/esco/skill/6055a4be-3f41-47e3-acd1-0535fa17e04c,ландшафтний дизайн,Acceptable,Acceptable,Correct
1,співпраця з VIP-клієнтами,http://data.europa.eu/esco/skill/ee1d5734-89b8-4519-81f1-733a6b4f8df8,контролювати обслуговування клієнтів,Acceptable,Correct,Acceptable
1,антена,http://data.europa.eu/esco/skill/561c2525-5bd8-4d86-8f45-820f4be7db93,звітувати перед керівником колективу,Incorrect,Incorrect,Incorrect
1,внутрішній соціальний пакет з оплачуваними відпустками та лікарняними,http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c,співпрацювати з колегами,Incorrect,Incorrect,Incorrect
1,робота з різними розмірами блоків,http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"обробка інформації, ідей та концепцій",Acceptable,Incorrect,Incorrect
1,підготовка місячних звітів,http://data.europa.eu/esco/skill/24814e7a-70cd-47e5-98b2-d44b46be92d2,вести звіти про операції,Correct,Acceptable,Acceptable
1,знання класичного джазу,http://data.europa.eu/esco/skill/17996b4f-1302-4bd7-a4c7-912b74feccf0,образотворче мистецтво,Acceptable,Incorrect,Correct
1,виконання зобов’язань перед державними структурами,http://data.europa.eu/esco/skill/30b1f3e1-1586-4d41-aa02-e2ab021b5164,ведення документообігу,Acceptable,Acceptable,Acceptable
1,виконання обов’язків у сфері виконання роботи віддалено,http://data.europa.eu/esco/skill/ab986bc4-df92-4351-9ac1-aa75af943cf7,виконувати офісні обов’язки,Acceptable,Correct,Correct
1,подача напоїв згідно з рецептурами та стандартами закладу,http://data.europa.eu/esco/skill/81d5b408-e805-4788-8dbd-42f22e8fd199,готувати коктейлі,Correct,Correct,Correct
1,Розробка проектів Оцінки впливу на довкілля,http://data.europa.eu/esco/skill/5354a726-ee64-4f34-90f8-8436f9f374b8,аналізувати екологічні дані,Correct,Correct,Correct
1,досвід роботи з вакуумуванням,http://data.europa.eu/esco/skill/95507a1e-1aef-481a-b269-f5e690be8ff6,експлуатувати вакуумні машини,Correct,Correct,Correct
1,відповідальність за точність обліку та розрахунків,http://data.europa.eu/esco/skill/59ad10b1-6f71-4dd4-ad1f-a1fdf68bc2fb,проявляти професійну відповідальність,Correct,Correct,Correct
1,надання безоплатної правової допомоги,http://data.europa.eu/esco/skill/25a7fc25-f2fc-4bfd-9999-943c03d53372,захищати інтереси клієнтів,Correct,Acceptable,Correct
1,фрезерування радіусних поверхонь,http://data.europa.eu/esco/skill/2d780738-9b34-40a3-adbb-590001f6ff86,виконувати технічно складні завдання,Acceptable,Incorrect,Acceptable
1,контроль відповідного документообігу,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,документообіг,Correct,Correct,Correct
1,вміння аналізувати переваги та недоліки продукту,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,аналіз даних,Acceptable,Acceptable,Correct
1,начальник штабу,http://data.europa.eu/esco/skill/2258cde2-a95b-4b2c-b105-59e84b0a364b,управління й адміністрування людських ресурсів,Correct,Acceptable,Correct
1,Ведення занять на заміну,http://data.europa.eu/esco/skill/7e0b93e0-0de7-4607-b07f-27a6828d3ff0,розроблення освітніх програм,Incorrect,Incorrect,Acceptable
1,ведення комунікації з клієнтами через Etsy повідомлення,http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,спілкуватися зі споживачами,Correct,Correct,Correct
1,виготовлення корпусної меблі на замовлення,http://data.europa.eu/esco/skill/62023d5b-22ea-442e-ac46-39eb83c986fb,збирання меблів,Correct,Correct,Acceptable
1,дизайн частинок (партикл-дизайн),http://data.europa.eu/esco/isced-f/0211,аудіовізуальні технології та медіапродукція,Correct,Incorrect,Incorrect
1,підбір легкового та комерційного транспорту,http://data.europa.eu/esco/skill/ac33e224-5027-4799-989a-b57db935f97a,планування поїздів,Incorrect,Incorrect,Acceptable
1,майстерство у дзюдо,http://data.europa.eu/esco/skill/51826e07-64c9-4d2c-9964-88cfbf131ad2,працювати в команді в небезпечних умовах,Incorrect,Incorrect,Incorrect
1,проведення митного очищення товарів,http://data.europa.eu/esco/skill/bfe7009d-4f93-4803-8b7d-9ee51b4860e6,стежити за чинними митними правилами,Correct,Acceptable,Correct
1,робота з VPS на хостингах OVH,http://data.europa.eu/esco/skill/a4cf0e8a-54f6-4fd5-8650-1c82ea86cfd2,робота з технікою та спеціалізованим обладнанням,Acceptable,Correct,Acceptable
1,надання психолого-педагогічної допомоги дітям,http://data.europa.eu/esco/skill/a6354281-5578-46ac-a9db-d179d9962b98,догляд за дітьми,Acceptable,Acceptable,Correct
1,підтримка психологічного здоров'я учнів,http://data.europa.eu/esco/skill/66f8d657-ce46-4a8c-a3f5-60ff7fb6ba35,провести психологічну оцінку,Acceptable,Correct,Correct
1,робота ввечері,http://data.europa.eu/esco/skill/6f2721bf-40ad-4f5d-8774-a478d1d6f5a6,працювати позмінно,Correct,Acceptable,Correct
1,автоматизація outreach-процесів,http://data.europa.eu/esco/skill/9c6e951f-aa88-4890-983d-e7a6ee49f5bb,планувати маркетингові кампанії,Acceptable,Correct,Correct
1,технічний супровід онлайн-зустрічей,http://data.europa.eu/esco/skill/6cb9c23b-e3bc-4917-b588-26c4cef9d920,технічне обслуговування,Acceptable,Correct,Acceptable
1,"робота з мережами харчових закладів (хорека, столові, фітнес, готелі, навчальні заклади)",http://data.europa.eu/esco/isced-f/0416,оптова й роздрібна торгівля,Correct,Correct,Acceptable
1,впровадження датчиків у конструкцію статорів компресора,http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,проєктування систем і виробів,Correct,Correct,Incorrect
1,вміння працювати в умовах стресу та термінових завдань,http://data.europa.eu/esco/skill/e9c8c216-3190-4581-a0a4-002d5ae7d31e,підтримувати неемоційну залученість,Acceptable,Correct,Correct
1,розробка на Express,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,JavaScript,Correct,Correct,Correct
1,"контроль дислокации, аналіз ефективності розміщення та облік руху рекламного обладнання",http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422,керувати складськими операціями,Correct,Correct,Acceptable
1,робота з гайдлайнами брендів,http://data.europa.eu/esco/skill/ab5c3fac-238f-4006-a122-1114082a2f46,контролювати управління брендом,Correct,Correct,Correct
1,узгодження з клієнтами,http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c,співпрацювати з колегами,Incorrect,Incorrect,Correct
1,контроль роботи інспекторів безпеки,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c,керувати роботою команди,Acceptable,Incorrect,Correct
1,досліджую закордонну судову практику,http://data.europa.eu/esco/skill/8bdc520c-6293-4e99-bf6f-a44d5da3ebcb,стежити за змінами в законодавстві,Correct,Acceptable,Correct
1,проведення перевірок та інвентаризацій,http://data.europa.eu/esco/skill/35718973-913e-447b-a968-83e66e6c8872,вести інвентаризацію товарів на виробництві,Correct,Correct,Correct
1,переміщення персоналу компанії,http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba,управління персоналом,Correct,Correct,Correct
1,обслуговування та ремонт побутової техніки,http://data.europa.eu/esco/skill/aeb5c424-120a-4d80-82a9-e24c5044714c,ремонтувати побутову техніку,Correct,Correct,Correct
1,заключення та супровід договорів оренди,http://data.europa.eu/esco/skill/a703b581-ad64-4791-8bb3-624aea569fa5,ведення адміністрування контрактів,Correct,Acceptable,Acceptable
1,консультування клієнтів IT-компаній,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc,обслуговування клієнтів,Correct,Correct,Correct
1,соло-виступи,http://data.europa.eu/esco/skill/681a1f8a-4244-4e82-af36-0148b89c2863,писати діалоги,Incorrect,Acceptable,Acceptable
1,створення шаблонів тем і сторінок,http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,проєктування систем або програм ІКТ,Acceptable,Correct,Correct
1,робота з фінансовими показниками підрозділу,http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,використовувати кількісні дані,Acceptable,Correct,Correct
1,Instagram stories,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,створювати цифровий контент,Correct,Correct,Correct
1,планування візитів клієнтів,http://data.europa.eu/esco/skill/906c9e66-bdee-4f8e-93d7-88d9fcf39a0a,планувати зустрічі,Correct,Correct,Correct
1,Вміння побудувати облік з нуля,http://data.europa.eu/esco/skill/648782e0-b5e5-4e59-bed0-627aa8ac29f0,вести облік фінансових операцій,Correct,Correct,Correct
1,участь у командоутворюючих заходах,http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3,формувати командний дух,Correct,Correct,Correct
1,проектування нових виробів,http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73,3D-моделювання,Acceptable,Correct,Correct
1,впровадження нових позицій у меню,http://data.europa.eu/esco/skill/13e2378e-0d10-450d-843a-b3592575826e,впроваджувати маркетингові стратегії,Incorrect,Acceptable,Correct
1,переклад для міністрів,http://data.europa.eu/esco/skill/92d04a10-eff2-4190-b5da-85e419f8ebbd,виконувати синхронний переклад,Correct,Acceptable,Correct
1,підтримка цінностей жінок,http://data.europa.eu/esco/skill/524c4331-5090-4565-a0bc-0a9ae874938d,демонструвати лідерство у роботі соціальних служб,Acceptable,Correct,Incorrect
1,служіння пацієнту,http://data.europa.eu/esco/skill/38cd93b5-af8a-4528-a0f0-f8439ccb4b09,відповідати на запитання пацієнтів,Acceptable,Correct,Correct
1,"керівництво складом (обладнання, інструмент, меблі, ТМЦ, запчастини)",http://data.europa.eu/esco/skill/44f6a65f-6be7-4818-9a66-73908797283f,контролювати рівень запасів,Correct,Correct,Correct
1,построение системы отчетности предприятия,http://data.europa.eu/esco/skill/4a460161-eaea-4fe2-bd0e-164ccc635be1,фінансова звітність,Correct,Correct,Acceptable
1,робота з AST-деревами,http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,використовувати об’єктно-орієнтоване програмування,Acceptable,Correct,Acceptable
1,ТО та ТР технологічного обладнання,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"установлення й ремонт електричного, електронного та прецизійного обладнання",Acceptable,Correct,Correct
1,відповідальність за відносини з відділом досліджень ринку,http://data.europa.eu/esco/skill/326809fc-238d-40c2-881e-40042f7f2f0d,налагоджувати відносини співпраці,Correct,Correct,Correct
1,вміння працювати в професійній спілці психотерапевтів,http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,співпраця в командах і спільнотах,Correct,Correct,Acceptable
1,відправка та отримання документів,http://data.europa.eu/esco/skill/2cae39d6-78c2-4ce3-bee8-628504371463,приймати товар,Acceptable,Acceptable,Correct
1,вміння уточнювати завдання,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,аналітично мислити,Correct,Correct,Correct
1,досвід роботи з регіонами України,http://data.europa.eu/esco/skill/56ec6990-3e5b-475f-88e4-2c209f5625b3,працювати з різними цільовими групами,Correct,Correct,Correct
1,участь у шоу-програмах,http://data.europa.eu/esco/skill/47ed1d37-971b-472c-86be-26f893991274,координувати роботу з творчими підрозділами,Acceptable,Correct,Correct
1,комплексне ведення Instagram-акаунтів,http://data.europa.eu/esco/skill/47ed1d37-971b-472c-86be-26f893991274,координувати роботу з творчими підрозділами,Incorrect,Correct,Correct
1,прагнення до ідеалу в роботі,http://data.europa.eu/esco/skill/a0cad388-3c4c-4786-b238-fc39f8c495af,наполегливість,Correct,Correct,Acceptable
1,обробка саду,http://data.europa.eu/esco/skill/2a093fd2-bfed-4506-ab58-257e29e238f0,догляд за газоном,Acceptable,Correct,Correct
1,вміння виконувати роботу в умовах відсутності зв’язку,http://data.europa.eu/esco/skill/7a66b8a3-502f-408e-ac69-46e72dec6ede,справлятися з тиском від непередбачуваних обставин,Acceptable,Correct,Correct
1,перевірка якості будівельно-монтажних робіт,http://data.europa.eu/esco/skill/b02f6cd7-4882-4796-9e2e-3f279c60d130,перевіряти проєкти на відповідність нормам,Correct,Correct,Correct
1,адаптація стилю під бренд,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,графічний дизайн,Acceptable,Correct,Acceptable
1,вміння отримувати та використовувати корпоративне навчання,http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be,керувати особистим розвитком,Correct,Correct,Correct
1,вибір маршрутів для пасажирів,http://data.europa.eu/esco/skill/dae63e12-3547-493c-8e6b-809c348984fe,підбирати типи транспортних засобів до маршрутів,Acceptable,Correct,Acceptable
1,володіння знаннями з психологічного відновлення,http://data.europa.eu/esco/skill/4c772721-9280-49cb-9988-b6ea3d36b06d,підтримувати психологічний добробут,Correct,Correct,Correct
1,вміння готувати звітність для податкових органів,http://data.europa.eu/esco/skill/60f51172-37c0-4933-a27a-cbf55dcd7580,складати фінансову звітність,Correct,Correct,Correct
1,формування брендового портфеля,http://data.europa.eu/esco/skill/9c72fa23-60c5-4b90-81a8-44a871beb4e5,залучати аудиторію емоційно,Acceptable,Correct,Incorrect
1,формування колективу,http://data.europa.eu/esco/skill/65715f7a-c791-416b-b88a-2933a1c81647,наймати персонал,Correct,Correct,Correct
1,контроль за дотриманням правил на пляжі,http://data.europa.eu/esco/skill/753f2b67-ba47-49c2-a3fd-c40c4cfb4421,контролювати натовп,Correct,Correct,Correct
1,Англійська мова та її сленг,http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,використовувати різні канали зв’язку,Incorrect,Incorrect,Incorrect
1,аналіз бухгалтерських даних,http://data.europa.eu/esco/skill/8a43795b-bb38-4f29-91df-a6c92ad4643c,аналізувати фінансові показники компанії,Correct,Correct,Correct
1,вміння працювати з приватними компаніями,http://data.europa.eu/esco/skill/c842be42-81b3-40f2-904c-ea8790ac88bd,вести переговори з постачальниками,Correct,Acceptable,Correct
1,Налаштування в середовищі 1С Звітів для контролю за рентабельністю Категорій,http://data.europa.eu/esco/skill/8a43795b-bb38-4f29-91df-a6c92ad4643c,аналізувати фінансові показники компанії,Acceptable,Correct,Correct
1,підготовка заготовок для базової кухні,http://data.europa.eu/esco/isced-f/0721,переробка харчових продуктів,Correct,Correct,Acceptable
1,використання гарнітури для call center (Jabra),http://data.europa.eu/esco/isced-f/0417,робочі навички,Acceptable,Acceptable,Acceptable
1,створення комфортної робочої атмосфери,http://data.europa.eu/esco/skill/c0a7e5ca-8be0-4fb2-89e2-4be65d53b119,навчати ергономіці на робочому місці,Acceptable,Acceptable,Correct
1,контроль робочих процесів та якості виконання,http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,вирішення проблем,Acceptable,Acceptable,Incorrect
1,внесення змін для покращення тренінгів,http://data.europa.eu/esco/skill/4c5d616e-f6d8-4fb4-8ce6-89a4b048b916,створювати навчальні матеріали,Correct,Correct,Correct
1,створення REST API endpoint'ів,http://data.europa.eu/esco/isced-f/0613,розроблення й аналіз програмного забезпечення та прикладних програм,Correct,Correct,Correct
1,налаштування канонічних URL,http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,вебаналітика,Correct,Correct,Correct
1,робота з власною логістикою,http://data.europa.eu/esco/skill/7c32a84c-2733-4bc7-8909-3b3413c9cc88,організовувати логістику,Correct,Correct,Correct
1,вміння аналізувати та створювати художні концепції,http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49,розробляти творчі ідеї,Correct,Correct,Correct
1,тематичний аналіз та представлення даних за бажанням замовника,http://data.europa.eu/esco/skill/bf05da8d-772a-4423-adb2-df79672f46f7,систематизувати інформацію,Correct,Correct,Correct
1,підтримка поточних партнерів,http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,логістика,Incorrect,Correct,Incorrect
1,вища освіта (незакінчена),http://data.europa.eu/esco/skill/60c78287-22eb-4103-9c8c-28deaa460da0,працювати в колективах,Acceptable,Incorrect,Incorrect
1,впровадження прогресивних підходів до розвитку бізнесу,http://data.europa.eu/esco/skill/949ced5f-7536-4614-ac60-563ffc91a2f2,стратегічне планування,Correct,Correct,Correct
1,робота з Vite.js,http://data.europa.eu/esco/skill/69bbd53f-fbb0-4476-b4b2-ef7844464e28,вебпрограмування,Correct,Correct,Correct
1,організація участь у фестивалях,http://data.europa.eu/esco/skill/54e60889-c5cc-435f-8d6d-7aefb67e993a,організовувати участь у місцевих та міжнародних заходах,Correct,Correct,Acceptable
1,мурування з газоблоку,http://data.europa.eu/esco/skill/13e1c0a2-b90d-46f4-be51-11730360b38d,класти цеглу,Correct,Correct,Acceptable
1,"вміння працювати з клієнтами, які виявляють інтерес",http://data.europa.eu/esco/skill/c1013d55-b503-428f-aa58-f45412350e28,ініціювати контакт із покупцями,Correct,Correct,Correct
1,вміння вирішувати складні організаційні та правові питання,http://data.europa.eu/esco/skill/f698f8df-b473-40aa-a5c9-033cd892467a,стежити за змінами у нормативно-правових актах,Acceptable,Correct,Acceptable
1,Painting,http://data.europa.eu/esco/skill/50373f03-3e81-4d2e-99c6-d0f2ff42b138,створювати ескізи,Correct,Correct,Correct
1,керування роботою обслуговуючого персоналу,http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb,керувати персоналом,Correct,Correct,Correct
1,накладання косметичних швів,http://data.europa.eu/esco/skill/6042ba76-e5c9-4b64-b61d-cc96be8dc562,методи зашивання ран,Correct,Incorrect,Correct
1,використання норм Кримінального процесуального кодексу України (КПК України),http://data.europa.eu/esco/skill/ad326fa7-f2e9-4421-8426-bc0c2e167143,представлення інформації в судовому провадженні,Correct,Correct,Correct
1,робота з товарними групами,http://data.europa.eu/esco/skill/31ca249d-5186-4256-8568-59ed2324a018,підтримувати зв’язок з покупцями для планування товарів для магазину,Acceptable,Correct,Correct
1,обробка спірних транзакцій у терміналах самообслуговування,http://data.europa.eu/esco/skill/28d715e3-3e5b-4fb6-8dd2-4be4919c8587,розглядати скарги клієнтів,Correct,Correct,Acceptable
1,проведення exit-інтерв’ю,http://data.europa.eu/esco/skill/88f823da-ab17-4559-8985-69b1507675ca,звільняти працівників,Correct,Correct,Correct
1,подача даних про оптово-відпускні ціни до АПК,http://data.europa.eu/esco/skill/30b1f3e1-1586-4d41-aa02-e2ab021b5164,вести документообіг,Correct,Correct,Acceptable
1,впевнений користувач MS Office (особливо Excel),http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2,офісне програмне забезпечення,Acceptable,Correct,Correct
1,розробка рішень для цифрової ідентичності,http://data.europa.eu/esco/skill/4570a262-b51f-46a1-a834-13ff67bee1c8,децентралізовані ідентифікатори,Correct,Correct,Correct
1,складання та узгодження актів звірок,http://data.europa.eu/esco/skill/d4f9906e-3b22-4c27-9b32-1c1f457ced44,контролювати управління документацією,Correct,Correct,Acceptable
1,написання лігальних опініонів,http://data.europa.eu/esco/skill/56ab5131-93a0-4ce3-b840-6413e687c307,надавати юридичні аргументи,Correct,Correct,Correct
1,побудова концепції ресторану,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,проявляти підприємницький хист,Acceptable,Acceptable,Acceptable
1,створення текстів для реклами,http://data.europa.eu/esco/skill/1072f444-8a7d-41c1-aa6f-d536f20d94bf,художньо-творче письмо,Acceptable,Correct,Acceptable
