count_total,raw_skill,esco_uri,esco_label
435,Грамотна усна та письмова мова,http://data.europa.eu/esco/skill/96ae5ab6-d696-4d4f-be1c-d02e722c6f55,застосовувати правила граматики та правопису
435,Водійські права кат. B,http://data.europa.eu/esco/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,керувати транспортними засобами
434,акуратність,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7,приділяти увагу деталям
428,1С,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,бухгалтерський облік
427,Старанність,http://data.europa.eu/esco/skill/f83c245f-4aa9-484f-8fd2-4ad65dd82ae5,проявляти пильність
409,Ввічливість,http://data.europa.eu/esco/skill/7e5786f8-1174-4f75-97e3-cfecfd95d797,надавати послуги на високому рівні
400,вміння працювати з документами,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,документообіг
398,енергійність,http://data.europa.eu/esco/skill/74aa45cf-175f-47ef-9978-d9de437d92ba,бути напоготові
398,вміння вирішувати проблеми,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,розв’язувати проблеми
395,Неконфліктність,http://data.europa.eu/esco/skill/cd990eab-c6a9-4c11-b17d-b12a98f6573b,налагоджувати взаєморозуміння з клієнтами
393,Управління командою,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c,керувати роботою команди
392,Підбір персоналу,http://data.europa.eu/esco/skill/5aa57bdc-5765-435e-8fc9-99b3febdb213,наймати персонал на роботу
392,Ведення бухгалтерського обліку,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,бухгалтерський облік
386,Клієнтоорієнтованість,http://data.europa.eu/esco/skill/b7c8f418-08d5-45d6-b697-ab26c6ecbfb4,забезпечувати орієнтованість на клієнта
380,прийом товару,http://data.europa.eu/esco/skill/2cae39d6-78c2-4ce3-bee8-628504371463,приймати товар
373,Адаптивність,http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4,адаптуватися до змін
373,організаторські здібності,http://data.europa.eu/esco/skill/0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5,керувати графіком виконання завдань
367,Позитивне мислення,http://data.europa.eu/esco/skill/469748ce-051a-407e-9099-0c9415ac2705,позитивно ставитись до викликів
360,контроль дебіторської заборгованості,http://data.europa.eu/esco/skill/68b51538-b056-4cb3-bb15-ab8c3e576cc9,стежити за дебіторською заборгованістю
359,Навчання персоналу,http://data.europa.eu/esco/skill/0cc9c234-f817-4f4c-908a-4d28fe3b0f4a,навчати співробітників
357,організація робочого часу,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8,ефективно використовувати час
356,Працьовитість,http://data.europa.eu/esco/skill/a0cad388-3c4c-4786-b238-fc39f8c495af,наполегливість
355,самостійність,http://data.europa.eu/esco/skill/fd311456-d8d2-43ca-b6be-a66bbff90302,самостійно виконувати завдання
355,стратегічне планування,http://data.europa.eu/esco/skill/949ced5f-7536-4614-ac60-563ffc91a2f2,стратегічне планування
346,увага до деталей,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7,приділяти увагу деталям
346,Наполегливість,http://data.europa.eu/esco/skill/a0cad388-3c4c-4786-b238-fc39f8c495af,наполегливість
345,Управлінські навички,http://data.europa.eu/esco/skill/1d4be2e3-ac64-426f-838d-1e7cb8600927,управлінські навички
328,організація робочого простору,http://data.europa.eu/esco/skill/e5e48620-8476-42e9-bfa9-ffe0282a8ab0,організовувати робочий простір
320,Проведення касових операцій,http://data.europa.eu/esco/skill/0cb013af-6dd9-4fb2-b34e-63dda1a5cf82,працювати з касовим апаратом
318,Аналіз ринку,http://data.europa.eu/esco/skill/b011c8b4-76e1-4bbc-8bb9-1d205e7b618a,аналіз ринку
309,Маркетинг,http://data.europa.eu/esco/isced-f/0414,маркетинг і реклама
309,вміння дотримуватися графіку роботи,http://data.europa.eu/esco/skill/194c05ed-253c-485a-8bf0-0c8de1aaafda,дотримуватися робочого графіка
305,Швидке навчання,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,демонструвати готовність до навчання
305,MS PowerPoint,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,користуватися програмним забезпеченням для презентацій
299,готовність до навчання,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,демонструвати готовність до навчання
298,пошук нових клієнтів,http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8,шукати нових споживачів
296,Укладання договорів,http://data.europa.eu/esco/skill/1279a2e8-e44f-49b6-9a7f-9241d07d2ed3,укладати ділові угоди
294,Уміння працювати в режимі багатозадачності,http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604,виконувати кілька завдань одночасно
292,відсутність шкідливих звичок,http://data.europa.eu/esco/skill/4cb51222-3e2e-417c-9a5c-e9ccf262721d,забезпечувати дотримання правил компанії
291,консультація клієнтів,http://data.europa.eu/esco/skill/ac6ff889-328b-46ea-a8ee-e196443b2447,консультувати клієнтів
290,Роздрібна торгівля,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d,торговельна діяльність
287,вміння працювати під тиском,http://data.europa.eu/esco/skill/d15f8745-28f8-4abf-a7b6-6cb8a304efd2,витримувати стрес
281,впевнений користувач ПК,http://data.europa.eu/esco/isced-f/0611,використання комп’ютера
281,Лідерство,http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207,очолювати інших людей
273,Windows,http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272,операційні системи
273,контроль якості продукції,http://data.europa.eu/esco/skill/1a3660c2-011c-4e96-9b1d-529afc305428,перевіряти якість продукції
272,Відкритість,http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12,зберігати відкритість до всього нового
271,HTML,http://data.europa.eu/esco/skill/69bbd53f-fbb0-4476-b4b2-ef7844464e28,вебпрограмування
269,Excel,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,використовувати Microsoft Office
266,Internet,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,мати навички роботи на комп’ютері
263,Стратегічне мислення,http://data.europa.eu/esco/skill/949ced5f-7536-4614-ac60-563ffc91a2f2,стратегічне планування
260,вміння вести переговори,http://data.europa.eu/esco/skill/87de6e49-ca1c-42a4-8751-5ff0b991966b,вести переговори із зацікавленими сторонами
254,дотримання графіку роботи,http://data.europa.eu/esco/skill/194c05ed-253c-485a-8bf0-0c8de1aaafda,дотримуватися робочого графіка
253,Знання законодавства України,http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9,забезпечувати дотримання вимог законодавства
252,вміння працювати в умовах високого тиску,http://data.europa.eu/esco/skill/a8460be3-f4ba-44a0-a961-0389069a3614,справлятися зі стресовими ситуаціями на робочому місці
250,вміння працювати самостійно,http://data.europa.eu/esco/skill/fd311456-d8d2-43ca-b6be-a66bbff90302,самостійно виконувати завдання
245,вміння працювати в динамічному середовищі,http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10,адаптуватися до змін ситуації
243,вміння працювати в швидкому темпі,http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604,виконувати кілька завдань одночасно
240,Висока працездатність,http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,ефективна робота
240,вміння працювати з технічною документацією,http://data.europa.eu/esco/skill/cffc3e97-e942-4b13-a2f3-0bf4910c06d3,використовувати технічну документацію
239,дисципліна,http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5,застосовувати ділові якості
236,Впевненість,http://data.europa.eu/esco/skill/669b75d8-671c-4a1c-8e0b-6466c513c27d,демонструвати впевненість
235,Figma,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,графічний дизайн
231,Адміністративна робота,http://data.europa.eu/esco/skill/906211b3-afed-4a2b-b5e1-33f2885fee85,виконання загальних канцелярських і адміністративних завдань
231,Знання касової дисципліни,http://data.europa.eu/esco/skill/3982571a-e9ce-442a-a4a0-fdfc97727091,керувати касою
230,кар'єрне зростання,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,керувати особистим професійним розвитком
228,Приготування страв,http://data.europa.eu/esco/skill/ad6df7dc-b78a-413f-a10d-da929d7a9225,виробляти готові страви
227,Організація логістики,http://data.europa.eu/esco/skill/7c32a84c-2733-4bc7-8909-3b3413c9cc88,організовувати логістику
227,фізична витривалість,http://data.europa.eu/esco/skill/c80b2f08-ab07-4632-be78-68c6ec1f3b41,виконувати вантажно-розвантажувальні роботи
225,Проактивність,http://data.europa.eu/esco/skill/e186976a-64f0-4052-a25b-297d19e1d0ec,мислити проактивно
225,Word,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,використовувати Microsoft Office
224,Активний продаж,http://data.europa.eu/esco/skill/c81c9ea3-4689-4146-9076-24dd175c69bc,здійснювати активний продаж
223,Активна життєва позиція,http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be,керувати особистим розвитком
223,CSS,http://data.europa.eu/esco/skill/e5d1f825-60ed-4bdd-872a-e748c387f777,CSS
222,Пользователь ПК,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,мати навички роботи на комп’ютері
218,професійне зростання,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,керувати особистим професійним розвитком
218,взаємодія з клієнтами,http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,спілкуватися зі споживачами
213,спілкування з клієнтами,http://data.europa.eu/esco/skill/2b69525c-731c-4813-99a7-673fa5679d32,консультувати клієнтів щодо вибору продукції
209,Продаж B2B,http://data.europa.eu/esco/skill/1279a2e8-e44f-49b6-9a7f-9241d07d2ed3,укладати ділові угоди
208,витривалість,http://data.europa.eu/esco/skill/51826e07-64c9-4d2c-9964-88cfbf131ad2,працювати в команді в небезпечних умовах
208,Продуктивність,http://data.europa.eu/esco/skill/db9463b7-5c24-46d2-8419-002e03bae1dc,досягати цільових показників продуктивності
206,бажання розвиватися,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,демонструвати готовність до навчання
204,Мерчендайзинг,http://data.europa.eu/esco/skill/7a450b0e-7b4f-446f-a045-fd7d2bf9361e,збирати візуальні дисплеї
202,Контроль документообігу,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,документообіг
202,Дизайн,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,графічний дизайн
202,аналітичні здібності,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,аналітично мислити
201,Робота із запереченнями,http://data.europa.eu/esco/skill/96de2e86-e287-41f2-88ab-15a2343afc6f,вирішувати конфлікти
201,вміння працювати в умовах високого навантаження,http://data.europa.eu/esco/skill/d15f8745-28f8-4abf-a7b6-6cb8a304efd2,витримувати стрес
200,AutoCAD,http://data.europa.eu/esco/skill/54ddd422-5905-44db-93d4-03b17b913c5e,користуватися програмним забезпеченням CADD
200,MS Outlook,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,використовувати Microsoft Office
199,Користувач Internet,http://data.europa.eu/esco/isced-f/068,"міждисциплінарні програми й кваліфікації, пов’язані з інформаційно-комунікаційними технологіями (ІКТ)"
199,Проведення презентацій,http://data.europa.eu/esco/skill/fd446407-b08e-49da-b8e3-7e7c79618c3f,проводити публічні презентації
199,Аналіз даних,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,аналіз даних
197,віддалена робота,http://data.europa.eu/esco/skill/fd311456-d8d2-43ca-b6be-a66bbff90302,самостійно виконувати завдання
196,Гнучкість,http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10,адаптуватися до змін ситуації
196,SQL,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,SQL
195,консультування покупців,http://data.europa.eu/esco/skill/10f04ffe-7435-44d4-9f6f-6bf6e87b9a0e,консультувати щодо придбання
194,управління проектами,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,здійснювати управління проєктами
192,Професіоналізм,http://data.europa.eu/esco/skill/59ad10b1-6f71-4dd4-ad1f-a1fdf68bc2fb,проявляти професійну відповідальність
192,вміння працювати віддалено,http://data.europa.eu/esco/skill/580660a6-5d3a-421d-a54f-d85b706c2b2f,використовувати онлайн-інструменти для співпраці
189,Знання стандартів обслуговування,http://data.europa.eu/esco/skill/75dfe1ee-5935-42ce-b820-697f827825c3,підтримувати стандарти обслуговування споживачів
188,бажання навчатися,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,демонструвати готовність до навчання
187,Canva,http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,програмне забезпечення графічного редактора
184,Робота з касовим апаратом,http://data.europa.eu/esco/skill/0cb013af-6dd9-4fb2-b34e-63dda1a5cf82,працювати з касовим апаратом
183,залучення нових клієнтів,http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8,шукати нових споживачів
182,JavaScript,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,JavaScript
182,Git,http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,інструменти для управління конфігурацією програмного забезпечення
181,Управління проєктами,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,здійснювати управління проєктами
181,Прийом та обробка замовлень,http://data.europa.eu/esco/skill/4ad83664-21a9-4f96-8834-0fc8f671be9c,обробляти замовлення на відправку
181,бухгалтерський облік,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,бухгалтерський облік
181,гнучкість у графіку роботи,http://data.europa.eu/esco/skill/4932c6e3-f6c7-49bf-bf66-f8508237054f,дотримуватися графіку
180,націленість на результат,http://data.europa.eu/esco/skill/c513cf4e-83bb-4edc-9ac8-2a7df04a9451,"управління, орієнтоване на результат"
179,Саморозвиток,http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be,керувати особистим розвитком
178,Творчий підхід,http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41,мислити творчо
177,Тактовність,http://data.europa.eu/esco/skill/0cd8732f-e69c-4644-be07-e8bf5edc01af,дотримуватися такту
177,Надійність,http://data.europa.eu/esco/skill/25e16679-a7d0-464d-916c-63210001bbab,діяти надійно
175,Adobe Illustrator,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326,Adobe Illustrator
175,офіційне працевлаштування,http://data.europa.eu/esco/skill/4cb51222-3e2e-417c-9a5c-e9ccf262721d,дотримуватися правил компанії
175,володіння українською мовою,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,українська мова
171,працездатність,http://data.europa.eu/esco/skill/fd311456-d8d2-43ca-b6be-a66bbff90302,самостійно виконувати завдання
168,вміння працювати в гнучкому графіку,http://data.europa.eu/esco/skill/6f2721bf-40ad-4f5d-8774-a478d1d6f5a6,працювати позмінно
166,Робота з великим обсягом інформації,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,аналітично мислити
164,SMM,http://data.europa.eu/esco/skill/5303169c-75d6-4751-9136-a4b88343388c,управління соціальними медіа
163,вміння вчитися та розвиватися,http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be,керувати особистим розвитком
162,Ответственность,http://data.europa.eu/esco/skill/59ad10b1-6f71-4dd4-ad1f-a1fdf68bc2fb,проявляти професійну відповідальність
161,відповідальність за результат,http://data.europa.eu/esco/skill/c513cf4e-83bb-4edc-9ac8-2a7df04a9451,"управління, орієнтоване на результат"
161,Контроль термінів придатності,http://data.europa.eu/esco/skill/cf441bdc-450b-4f44-8b21-3ca946c5d96b,оцінювати термін зберігання харчових продуктів
161,підвищення кваліфікації,http://data.europa.eu/esco/skill/a38e54a1-0922-4e8f-92a6-4f028d7d569f,підтримувати актуальність професійних знань
160,M.E.Doc,http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2,офісне програмне забезпечення
158,аналіз конкурентів,http://data.europa.eu/esco/skill/7049ac98-0368-4bb2-84d4-5366d1c0f2ac,проводити конкурентний аналіз онлайн
158,Ведення первинної бухгалтерської документації,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,бухгалтерський облік
157,WordPress,http://data.europa.eu/esco/skill/6d289e8b-2cc1-4eda-ab1f-ad1090ef98f0,WordPress
153,проведення переговорів,http://data.europa.eu/esco/skill/c3da8380-7049-4159-af65-3eff63ed9caf,"вести переговори з особами, зацікавленими в соціальних послугах"
152,Читання креслень,http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7,читати стандартні креслення
151,привітність,http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,забезпечувати високу якість обслуговування клієнтів
150,вміння працювати в умовах стресу,http://data.europa.eu/esco/skill/a8460be3-f4ba-44a0-a961-0389069a3614,справлятися зі стресовими ситуаціями на робочому місці
148,Знання офісних програм,http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2,офісне програмне забезпечення
147,ведення податкового обліку,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,бухгалтерський облік
147,Робота з людьми,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,спілкування
147,Закупівля товарів,http://data.europa.eu/esco/skill/9e9a4209-c7cf-4f6e-973e-dc2ffadccc74,виконувати процедури закупівель
146,системне мислення,http://data.europa.eu/esco/skill/0f9958d2-f700-4f62-b90b-a5873cb5ae4c,системне мислення
146,дотримання санітарних норм,http://data.europa.eu/esco/skill/0c944316-12f6-4949-a156-a03dbaae790f,забезпечувати дотримання санітарних норм
146,Оформлення документації,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,документообіг
146,вміння працювати на результат,http://data.europa.eu/esco/skill/c513cf4e-83bb-4edc-9ac8-2a7df04a9451,"управління, орієнтоване на результат"
146,Копірайтинг,http://data.europa.eu/esco/skill/ce592b28-4467-4908-b2e6-64bbe18da631,виконувати копірайтинг
145,робота з 1С,http://data.europa.eu/esco/skill/71dde84c-0058-4c52-a556-523369333db8,використовувати офісні системи
144,робота з Excel,http://data.europa.eu/esco/skill/71dde84c-0058-4c52-a556-523369333db8,використовувати офісні системи
143,Контроль цінників,http://data.europa.eu/esco/skill/a23659b1-a8bc-4331-a58d-eef263ca6a14,дотримуватися робочих процедур
142,Відеомонтаж,http://data.europa.eu/esco/skill/5ce80f97-b385-4a41-9339-a6593d0709c1,здійснювати відеомонтаж
142,Пользователь Internet,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,мати навички роботи на комп’ютері
142,Толерантність,http://data.europa.eu/esco/skill/5ca953f7-541d-4f67-bc55-7721348366cf,поважати різноманіття культурних цінностей і норм
141,вміння навчатися,http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be,керувати особистим розвитком
141,продажі,http://data.europa.eu/esco/skill/c1388df1-47bd-4fd5-8b71-dce7886ef21b,робота відділу продажів
139,Розробка маркетингової стратегії,http://data.europa.eu/esco/skill/08fd2839-670c-4f16-8024-97437f2035ab,планувати маркетингову стратегію
138,вміння вести документацію,http://data.europa.eu/esco/skill/dd6f8901-b20a-48e9-94ac-b1829dc2cfec,вести виробничу документацію
137,мотивація персоналу,http://data.europa.eu/esco/skill/22c2af9e-ba0d-4cee-abb6-b6dbef006cd5,мотивувати співробітників
137,Google Docs,http://data.europa.eu/esco/skill/71dde84c-0058-4c52-a556-523369333db8,використовувати офісні системи
137,навички комунікації,http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,спілкування
137,лідерські якості,http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207,очолювати інших людей
136,вміння працювати за графіком,http://data.europa.eu/esco/skill/194c05ed-253c-485a-8bf0-0c8de1aaafda,дотримуватися робочого графіка
135,гнучкий графік роботи,http://data.europa.eu/esco/skill/4932c6e3-f6c7-49bf-bf66-f8508237054f,дотримуватися графіку
135,Комплектування товарів,http://data.europa.eu/esco/skill/7e9daad3-8604-4839-af9b-dc6f8db3ef68,запасати товари на полицях
135,готовність до відряджень,http://data.europa.eu/esco/skill/5c966309-1cae-42ed-b29f-03c5ee1665dc,здійснювати тривалі міжнародні подорожі
